site_id	site_name	wildcard_sub_id	lpi_id	spi_id	circle_no	circle_radius	plot_sampled	sampled_area	inventory_year	consistent_id_standign	consistent_id_lying	other	geom	slope	topo	expo	elev_center	elev_range
06-008	Hohestein	a	\N	36	1	10	Y	314	2007	Y	Y	\N	POINT (4324275.947635063126349.6382129)	18	level	SE	529.85901	\N
06-008	Hohestein	a	\N	37	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324276.61612943126450.11140926)	12	middle slope	SE	540.93298	\N
06-008	Hohestein	a	\N	38	1	10	Y	314	2007	Y	Y	\N	POINT (4324278.012864573126552.65473965)	10	middle slope	E	548.93402	\N
06-008	Hohestein	a	\N	39	1	10	Y	314	2007	Y	Y	\N	POINT (4324279.381154233126653.10841302)	6	plateau	E	552.10602	\N
06-008	Hohestein	a	\N	40	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324176.165636043126248.4446899)	24	level	S	520.51599	\N
06-008	Hohestein	a	\N	41	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324177.562202743126350.97803286)	18	middle slope	SE	537.48602	\N
06-008	Hohestein	a	\N	42	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324178.939993833126452.13160331)	12	middle slope	SE	548.091	\N
06-008	Hohestein	a	\N	43	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324179.627904723126553.29457242)	10	middle slope	E	556.51599	\N
06-008	Hohestein	a	\N	45	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324079.15795943126350.93808689)	18	middle slope	SE	541.76398	\N
06-008	Hohestein	a	\N	46	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324079.845855863126452.10107015)	10	middle slope	SE	554.61603	\N
06-008	Hohestein	a	\N	47	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4323982.830655253126452.7222505)	15	middle slope	S	559.45697	\N
06-008	Hohestein	b	\N	44	1	17.84	Y	1000	1988	\N	\N	\N	POINT (4324077.789579233126250.47439028)	24	middle slope	S	521.94501	\N
06-008	Hohestein	b	\N	44	1	17.84	Y	1000	2007	Y	Y	\N	POINT (4324077.789579233126250.47439028)	24	middle slope	S	521.94501	\N
03-014	Huenstollen	\N	3	\N	\N	\N	Y	10000	1970	\N	\N	\N	POINT (4324032.85278311 3163171.67382263)	4.1	plateau	N	446	\N
03-014	Huenstollen	\N	3	\N	\N	\N	Y	10000	1980	Y	N	\N	POINT (4324032.85278311 3163171.67382263)	4.1	plateau	N	446	\N
03-014	Huenstollen	\N	3	\N	\N	\N	Y	10000	2004	Y	Y	\N	POINT (4324032.85278311 3163171.67382263)	4.1	plateau	N	446	\N
03-014	Huenstollen	\N	3	\N	\N	\N	Y	10000	2020	Y	Y	\N	POINT (4324032.85278311 3163171.67382263)	4.1	plateau	N	446	\N
06-026	Hundsrueck	\N	\N	1	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255267.776900563081128.10651315)	2	plateau	NE	294.59399	\N
06-026	Hundsrueck	\N	\N	2	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255069.433181213081030.80894317)	7	upper slope	N	294.16599	\N
06-026	Hundsrueck	\N	\N	3	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255167.412374423081028.46999237)	1	level	\N	296.80301	\N
06-026	Hundsrueck	\N	\N	4	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255266.405079343081027.11728936)	3	level	NE	294.74899	\N
06-026	Hundsrueck	\N	\N	5	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255363.397934523081025.79193152)	5	middle slope	E	290.79199	\N
06-026	Hundsrueck	\N	\N	6	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4254968.095893893080933.18590108)	5	upper slope	N	298.22699	\N
06-026	Hundsrueck	\N	\N	7	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255066.075090283080930.84693674)	3	plateau	NE	298.76099	\N
06-026	Hundsrueck	\N	\N	8	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255165.067798383080929.49422007)	2	plateau	NE	298.16	\N
06-026	Hundsrueck	\N	\N	9	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255265.074018053080929.12775148)	5	middle slope	NE	295.05701	\N
06-026	Hundsrueck	\N	\N	10	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255362.053297113080926.80250525)	5	middle slope	E	290.103	\N
06-026	Hundsrueck	\N	\N	11	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255460.046087623080925.46350673)	10	middle slope	E	284.005	\N
06-026	Hundsrueck	\N	\N	12	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255065.730373553080831.84383796)	2	level	NE	300.29099	\N
06-026	Hundsrueck	\N	\N	13	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255163.723161463080830.50479004)	4	level	NE	297.263	\N
06-026	Hundsrueck	\N	\N	14	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255261.71595233080829.16576015)	5	upper slope	NE	294.49399	\N
06-026	Hundsrueck	\N	\N	15	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255360.708672533080827.81308501)	7	upper slope	NE	290.87701	\N
06-026	Hundsrueck	\N	\N	16	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255458.701469193080826.47409139)	9	middle slope	NE	284.64001	\N
06-026	Hundsrueck	\N	\N	17	1	17.84	Y	500	1994	\N	\N	\N	POINT (4255063.37223483080731.86817972)	2	level	NE	301.103	\N
06-026	Hundsrueck	\N	\N	18	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255162.378537363080731.51536604)	3	level	NE	298.233	\N
06-026	Hundsrueck	\N	\N	19	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255261.357678933080729.16278449)	1	level	\N	294.97	\N
06-026	Hundsrueck	\N	\N	20	1	17.84	Y	500	1994	\N	\N	\N	POINT (4255359.350478923080727.82377776)	5	level	E	291.96301	\N
06-026	Hundsrueck	\N	\N	21	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4255160.020417673080631.53971855)	3	level	NE	298.448	\N
06-026	Hundsrueck	\N	\N	1	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255267.776900563081128.10651315)	2	plateau	NE	294.59399	\N
06-026	Hundsrueck	\N	\N	2	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255069.433181213081030.80894317)	7	upper slope	N	294.16599	\N
06-026	Hundsrueck	\N	\N	3	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255167.412374423081028.46999237)	1	level	\N	296.80301	\N
06-026	Hundsrueck	\N	\N	4	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255266.405079343081027.11728936)	3	level	NE	294.74899	\N
06-026	Hundsrueck	\N	\N	5	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255363.397934523081025.79193152)	5	middle slope	E	290.79199	\N
06-026	Hundsrueck	\N	\N	6	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4254968.095893893080933.18590108)	5	upper slope	N	298.22699	\N
06-026	Hundsrueck	\N	\N	7	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255066.075090283080930.84693674)	3	plateau	NE	298.76099	\N
06-026	Hundsrueck	\N	\N	8	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255165.067798383080929.49422007)	2	plateau	NE	298.16	\N
06-026	Hundsrueck	\N	\N	9	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255265.074018053080929.12775148)	5	middle slope	NE	295.05701	\N
06-026	Hundsrueck	\N	\N	10	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255362.053297113080926.80250525)	5	middle slope	E	290.103	\N
06-026	Hundsrueck	\N	\N	11	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255460.046087623080925.46350673)	10	middle slope	E	284.005	\N
06-026	Hundsrueck	\N	\N	12	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255065.730373553080831.84383796)	2	level	NE	300.29099	\N
06-026	Hundsrueck	\N	\N	13	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255163.723161463080830.50479004)	4	level	NE	297.263	\N
06-026	Hundsrueck	\N	\N	14	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255261.71595233080829.16576015)	5	upper slope	NE	294.49399	\N
06-026	Hundsrueck	\N	\N	15	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255360.708672533080827.81308501)	7	upper slope	NE	290.87701	\N
06-026	Hundsrueck	\N	\N	16	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255458.701469193080826.47409139)	9	middle slope	NE	284.64001	\N
06-026	Hundsrueck	\N	\N	17	1	17.84	Y	500	2010	Y	Y	\N	POINT (4255063.37223483080731.86817972)	2	level	NE	301.103	\N
06-026	Hundsrueck	\N	\N	18	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255162.378537363080731.51536604)	3	level	NE	298.233	\N
06-026	Hundsrueck	\N	\N	19	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255261.357678933080729.16278449)	1	level	\N	294.97	\N
06-026	Hundsrueck	\N	\N	20	1	17.84	Y	500	2010	Y	Y	\N	POINT (4255359.350478923080727.82377776)	5	level	E	291.96301	\N
06-026	Hundsrueck	\N	\N	21	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4255160.020417673080631.53971855)	3	level	NE	298.448	\N
06-020	Karlswoerth	\N	\N	1	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208231.058030652969599.2285882)	0	level	\N	84.736	\N
06-020	Karlswoerth	\N	\N	2	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208326.568624852969598.05232975)	0	level	\N	86.857	\N
06-020	Karlswoerth	\N	\N	3	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208428.944933822969592.02162425)	0	level	\N	86.709	\N
06-020	Karlswoerth	\N	\N	4	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208531.895723982969585.57305465)	0	level	\N	86.33	\N
06-020	Karlswoerth	\N	\N	5	1	17.84	Y	500	1992	\N	\N	\N	POINT (4208629.163962712969587.90259221)	0	level	\N	86.948	\N
06-020	Karlswoerth	\N	\N	6	1	17.84	Y	500	1992	\N	\N	\N	POINT (4208029.877824652969499.48405927)	0	level	\N	84.597	\N
06-020	Karlswoerth	\N	\N	7	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208127.792635732969494.88468172)	0	level	\N	84.801	\N
06-020	Karlswoerth	\N	\N	8	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208228.47978412969493.38704791)	0	level	\N	85.701	\N
06-020	Karlswoerth	\N	\N	9	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208328.76021072969491.39507302)	0	level	\N	86.581	\N
06-020	Karlswoerth	\N	\N	10	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208428.003753062969490.38739991)	0	level	\N	85.883	\N
06-020	Karlswoerth	\N	\N	11	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208527.519754812969488.81602662)	0	level	\N	86.546	\N
06-020	Karlswoerth	\N	\N	12	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208024.979511572969391.44457935)	0	level	\N	86.162	\N
06-020	Karlswoerth	\N	\N	13	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208132.703053632969389.5899342)	0	level	\N	86.122	\N
06-020	Karlswoerth	\N	\N	14	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208226.753301422969392.85363573)	0	level	\N	85.921	\N
06-020	Karlswoerth	\N	\N	15	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208326.827350312969392.61445289)	0	level	\N	85.442	\N
06-020	Karlswoerth	\N	\N	16	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207929.144404572969304.81788846)	0	level	\N	85.995	\N
06-020	Karlswoerth	\N	\N	17	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208026.27663672969301.51921714)	0	level	\N	86.251	\N
06-020	Karlswoerth	\N	\N	18	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208127.764844222969300.83047446)	0	level	\N	85.795	\N
06-020	Karlswoerth	\N	\N	19	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208218.003244292969293.62699886)	8	level	\N	84.586	\N
06-020	Karlswoerth	\N	\N	20	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207825.830123162969205.00471007)	0	level	\N	85.455	\N
06-020	Karlswoerth	\N	\N	21	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207927.147155242969213.12799502)	0	level	\N	86.049	\N
06-020	Karlswoerth	\N	\N	22	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208024.955566792969205.83011367)	0	level	\N	85.355	\N
06-020	Karlswoerth	\N	\N	23	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207725.056524562969114.84629861)	0	level	\N	86.221	\N
06-020	Karlswoerth	\N	\N	24	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207823.108822692969107.83496772)	0	level	\N	86.083	\N
06-020	Karlswoerth	\N	\N	25	1	17.84	Y	500	1992	\N	\N	\N	POINT (4207925.018012912969104.99039633)	13	level	N	85.245	\N
06-020	Karlswoerth	\N	\N	26	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207623.786265062969015.3050574)	0	level	\N	84.86	\N
06-020	Karlswoerth	\N	\N	27	1	17.84	Y	500	1992	\N	\N	\N	POINT (4207522.533783432968912.63372079)	0	level	\N	86.025	\N
06-020	Karlswoerth	\N	\N	28	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207626.376011652968921.85203139)	0	level	\N	84.724	\N
06-020	Karlswoerth	\N	\N	30	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4207820.782659082969005.1099498)	0	level	\N	84.639	\N
06-020	Karlswoerth	\N	\N	31	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208023.280930122969101.72613355)	0	level	\N	85.974	\N
06-020	Karlswoerth	\N	\N	32	1	17.84	Y	500	1992	\N	\N	\N	POINT (4208123.128919242969195.92731343)	0	level	\N	86.45	\N
06-020	Karlswoerth	\N	\N	33	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208224.553498522969195.70947027)	0	level	\N	84.798	\N
06-020	Karlswoerth	\N	\N	34	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208328.123342642969295.18930933)	0	level	\N	86.518	\N
06-020	Karlswoerth	\N	\N	36	1	17.84	Y	500	1992	\N	\N	\N	POINT (4208528.607674122969291.45651518)	0	level	\N	84.304	\N
06-020	Karlswoerth	\N	\N	37	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208627.346948182969290.87585212)	0	level	\N	85.326	\N
06-020	Karlswoerth	\N	\N	38	1	17.84	Y	500	1992	\N	\N	\N	POINT (4208725.922249272969287.77755728)	15	level	SE	84.466	\N
06-020	Karlswoerth	\N	\N	39	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208431.98713232969393.47519217)	0	level	\N	87.133	\N
06-020	Karlswoerth	\N	\N	40	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208525.154461312969391.3413226)	0	level	\N	85.362	\N
06-020	Karlswoerth	\N	\N	41	1	10	Y	314	1992	\N	\N	\N	POINT (4208631.524714732969384.80566896)	0	level	\N	86.019	\N
06-020	Karlswoerth	\N	\N	42	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208725.065819092969389.61652952)	5	level	SE	86.539	\N
06-020	Karlswoerth	\N	\N	43	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208825.339079272969386.3448828)	0	level	\N	85.833	\N
06-020	Karlswoerth	\N	\N	44	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208625.874483932969490.87059494)	0	level	\N	86.383	\N
06-020	Karlswoerth	\N	\N	45	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208727.011326142969488.59698383)	0	level	\N	86.02	\N
06-020	Karlswoerth	\N	\N	46	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208827.098352392969485.60789868)	0	level	\N	85.677	\N
06-020	Karlswoerth	\N	\N	47	1	17.84	Y	1000	1992	\N	\N	\N	POINT (4208829.789855072969582.05815917)	0	level	\N	86.68	\N
06-020	Karlswoerth	\N	\N	1	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208231.058030652969599.2285882)	0	level	\N	84.736	\N
06-020	Karlswoerth	\N	\N	2	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208326.568624852969598.05232975)	0	level	\N	86.857	\N
06-020	Karlswoerth	\N	\N	3	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208428.944933822969592.02162425)	0	level	\N	86.709	\N
06-020	Karlswoerth	\N	\N	4	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208531.895723982969585.57305465)	0	level	\N	86.33	\N
06-020	Karlswoerth	\N	\N	5	1	17.84	Y	500	2010	Y	Y	\N	POINT (4208629.163962712969587.90259221)	0	level	\N	86.948	\N
06-020	Karlswoerth	\N	\N	6	1	17.84	Y	500	2010	Y	Y	\N	POINT (4208029.877824652969499.48405927)	0	level	\N	84.597	\N
06-020	Karlswoerth	\N	\N	7	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208127.792635732969494.88468172)	0	level	\N	84.801	\N
06-020	Karlswoerth	\N	\N	8	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208228.47978412969493.38704791)	0	level	\N	85.701	\N
06-020	Karlswoerth	\N	\N	9	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208328.76021072969491.39507302)	0	level	\N	86.581	\N
06-020	Karlswoerth	\N	\N	10	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208428.003753062969490.38739991)	0	level	\N	85.883	\N
06-020	Karlswoerth	\N	\N	11	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208527.519754812969488.81602662)	0	level	\N	86.546	\N
06-020	Karlswoerth	\N	\N	12	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208024.979511572969391.44457935)	0	level	\N	86.162	\N
06-020	Karlswoerth	\N	\N	13	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208132.703053632969389.5899342)	0	level	\N	86.122	\N
06-020	Karlswoerth	\N	\N	14	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208226.753301422969392.85363573)	0	level	\N	85.921	\N
06-020	Karlswoerth	\N	\N	15	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208326.827350312969392.61445289)	0	level	\N	85.442	\N
06-020	Karlswoerth	\N	\N	16	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207929.144404572969304.81788846)	0	level	\N	85.995	\N
06-020	Karlswoerth	\N	\N	17	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208026.27663672969301.51921714)	0	level	\N	86.251	\N
06-020	Karlswoerth	\N	\N	18	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208127.764844222969300.83047446)	0	level	\N	85.795	\N
06-020	Karlswoerth	\N	\N	19	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208218.003244292969293.62699886)	8	level	\N	84.586	\N
06-020	Karlswoerth	\N	\N	20	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207825.830123162969205.00471007)	0	level	\N	85.455	\N
06-020	Karlswoerth	\N	\N	21	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207927.147155242969213.12799502)	0	level	\N	86.049	\N
06-020	Karlswoerth	\N	\N	22	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208024.955566792969205.83011367)	0	level	\N	85.355	\N
06-020	Karlswoerth	\N	\N	23	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207725.056524562969114.84629861)	0	level	\N	86.221	\N
06-020	Karlswoerth	\N	\N	24	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207823.108822692969107.83496772)	0	level	\N	86.083	\N
06-020	Karlswoerth	\N	\N	25	1	17.84	Y	500	2010	Y	Y	\N	POINT (4207925.018012912969104.99039633)	13	level	N	85.245	\N
06-020	Karlswoerth	\N	\N	26	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207623.786265062969015.3050574)	0	level	\N	84.86	\N
06-020	Karlswoerth	\N	\N	27	1	17.84	Y	500	2010	Y	Y	\N	POINT (4207522.533783432968912.63372079)	0	level	\N	86.025	\N
06-020	Karlswoerth	\N	\N	28	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207626.376011652968921.85203139)	0	level	\N	84.724	\N
06-020	Karlswoerth	\N	\N	30	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4207820.782659082969005.1099498)	0	level	\N	84.639	\N
06-020	Karlswoerth	\N	\N	31	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208023.280930122969101.72613355)	0	level	\N	85.974	\N
06-020	Karlswoerth	\N	\N	32	1	17.84	Y	500	2010	Y	Y	\N	POINT (4208123.128919242969195.92731343)	0	level	\N	86.45	\N
06-020	Karlswoerth	\N	\N	33	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208224.553498522969195.70947027)	0	level	\N	84.798	\N
06-020	Karlswoerth	\N	\N	34	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208328.123342642969295.18930933)	0	level	\N	86.518	\N
06-020	Karlswoerth	\N	\N	36	1	17.84	Y	500	2010	Y	Y	\N	POINT (4208528.607674122969291.45651518)	0	level	\N	84.304	\N
06-020	Karlswoerth	\N	\N	37	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208627.346948182969290.87585212)	0	level	\N	85.326	\N
06-020	Karlswoerth	\N	\N	38	1	17.84	Y	500	2010	Y	Y	\N	POINT (4208725.922249272969287.77755728)	15	level	SE	84.466	\N
06-020	Karlswoerth	\N	\N	39	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208431.98713232969393.47519217)	0	level	\N	87.133	\N
06-020	Karlswoerth	\N	\N	40	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208525.154461312969391.3413226)	0	level	\N	85.362	\N
06-020	Karlswoerth	\N	\N	41	1	10	Y	314	2010	Y	Y	\N	POINT (4208631.524714732969384.80566896)	0	level	\N	86.019	\N
06-020	Karlswoerth	\N	\N	42	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208725.065819092969389.61652952)	5	level	SE	86.539	\N
06-020	Karlswoerth	\N	\N	43	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208825.339079272969386.3448828)	0	level	\N	85.833	\N
06-020	Karlswoerth	\N	\N	44	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208625.874483932969490.87059494)	0	level	\N	86.383	\N
06-020	Karlswoerth	\N	\N	45	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208727.011326142969488.59698383)	0	level	\N	86.02	\N
06-020	Karlswoerth	\N	\N	46	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208827.098352392969485.60789868)	0	level	\N	85.677	\N
06-020	Karlswoerth	\N	\N	47	1	17.84	Y	1000	2010	Y	Y	\N	POINT (4208829.789855072969582.05815917)	0	level	\N	86.68	\N
06-025	Kinzigaue	a	\N	4	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248319.103976393003941.03152481)	0	level	\N	108.473	\N
06-025	Kinzigaue	a	\N	8	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248219.770390613003843.38524037)	0	level	\N	107.132	\N
06-025	Kinzigaue	a	\N	12	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248118.409859733003743.7666152)	0	level	\N	107.42	\N
06-025	Kinzigaue	a	\N	4	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248319.103976393003941.03152481)	0	level	\N	108.473	\N
06-025	Kinzigaue	a	\N	8	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248219.770390613003843.38524037)	0	level	\N	107.132	\N
06-025	Kinzigaue	a	\N	12	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248118.409859733003743.7666152)	0	level	\N	107.42	\N
06-025	Kinzigaue	b	\N	1	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248420.826206793004141.64645286)	0	level	\N	108.861	\N
06-025	Kinzigaue	b	\N	2	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248419.464510543004040.66386052)	0	level	\N	108.598	\N
06-025	Kinzigaue	b	\N	3	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248519.449861743004038.30017744)	0	level	\N	108.528	\N
06-025	Kinzigaue	b	\N	5	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248419.102815773003939.6676406)	0	level	\N	107.922	\N
06-025	Kinzigaue	b	\N	6	1	10	Y	314	1994	\N	\N	\N	POINT (4248518.088189843003937.31760025)	0	level	\N	108.289	\N
06-025	Kinzigaue	b	\N	7	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248119.771550263003844.74918601)	0	level	\N	108.158	\N
06-025	Kinzigaue	b	\N	9	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248317.755777133003841.04877822)	0	level	\N	108.319	\N
06-025	Kinzigaue	b	\N	10	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248417.768109393003840.68472525)	0	level	\N	108.392	\N
06-025	Kinzigaue	b	\N	11	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248020.410990173003745.10331013)	0	level	\N	107.987	\N
06-025	Kinzigaue	b	\N	13	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248218.408711253003742.40267344)	0	level	\N	108.347	\N
06-025	Kinzigaue	b	\N	14	1	17.84	Y	500	1994	\N	\N	\N	POINT (4248317.421061053003742.0522309)	0	level	\N	108.208	\N
06-025	Kinzigaue	b	\N	15	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248118.075134623003644.77007052)	0	level	\N	107.969	\N
06-025	Kinzigaue	b	\N	16	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248217.074008513003643.4197721)	0	level	\N	107.931	\N
06-025	Kinzigaue	b	\N	17	1	17.84	Y	1000	1994	\N	\N	\N	POINT (4248317.072876053003642.05586715)	0	level	\N	108.044	\N
06-025	Kinzigaue	b	\N	1	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248420.826206793004141.64645286)	0	level	\N	108.861	\N
06-025	Kinzigaue	b	\N	2	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248419.464510543004040.66386052)	0	level	\N	108.598	\N
06-025	Kinzigaue	b	\N	3	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248519.449861743004038.30017744)	0	level	\N	108.528	\N
06-025	Kinzigaue	b	\N	5	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248419.102815773003939.6676406)	0	level	\N	107.922	\N
06-025	Kinzigaue	b	\N	6	1	10	Y	314	2008	Y	Y	\N	POINT (4248518.088189843003937.31760025)	0	level	\N	108.289	\N
06-025	Kinzigaue	b	\N	7	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248119.771550263003844.74918601)	0	level	\N	108.158	\N
06-025	Kinzigaue	b	\N	9	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248317.755777133003841.04877822)	0	level	\N	108.319	\N
06-025	Kinzigaue	b	\N	10	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248417.768109393003840.68472525)	0	level	\N	108.392	\N
06-025	Kinzigaue	b	\N	11	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248020.410990173003745.10331013)	0	level	\N	107.987	\N
06-025	Kinzigaue	b	\N	13	1	17.84	Y	1000	2008	Y	Y	\N	POINT (4248218.408711253003742.40267344)	0	level	\N	108.347	\N
06-025	Kinzigaue	b	\N	14	1	17.84	Y	500	2008	Y	Y	\N	POINT (4248317.421061053003742.0522309)	0	level	\N	108.208	\N
